,sentence,paraphrase_word
939,it *'s* raining heavily .,is
940,it 's raining *heavily* .,outside
941,it *'s* raining heavily .,started
942,it 's raining *heavily* .,hard
943,it 's raining *heavily* .,started
944,it 's raining *heavily* .,today
945,it 's *beginning* to rain .,starting
946,it 's *beginning* to rain .,begun
947,it *began* raining hard .,'s
948,it 's *begun* to rain .,starting
949,it 's *begun* to rain .,beginning
950,it 's *started* snowing .,outside
951,it 's started *snowing* .,raining
952,it 's *pissing* down .,bucketing
953,it 's *pissing* down .,pouring
954,it *floats* .,rained
955,it *floats* .,rains
956,i *locked* the door .,bolted
957,i *bolted* the door .,locked
958,did you *telephone* him ?,phone
959,did you *telephone* him ?,call
960,did you *phone* him ?,telephone
961,did you phone *him* ?,her
962,did you *phone* him ?,call
963,did you phone *her* ?,him
964,did you *phone* her ?,call
965,have you called *him* ?,her
966,have you called *her* ?,him
967,did you *call* him ?,telephone
968,did you *call* him ?,phone
969,did you call *him* ?,her
970,did you *call* her ?,phone
971,did you call *her* ?,him
972,did you *call* me ?,phone
973,did you *phone* me ?,call
974,i work *at* this company .,for
975,i work *for* this company .,at
976,you 'll pay for *that* .,this
977,you 'll pay for *this* .,that
978,have you *got* a lighter ?,do
979,*do* you have a lighter ?,got
980,his name *eludes* me .,escapes
981,i do n't *remember* his name .,know
982,i do n't remember *his* name .,her
983,i do n't *know* his name .,remember
984,i do n't know *his* name .,her
985,i forget *his* name .,her
986,i 've *completely* forgotten his name .,last
987,i forgot *her* name .,its
988,i *forgot* her name .,forget
989,i forgot *her* name .,your
990,i forgot *its* name .,her
991,i forgot *its* name .,your
992,i do n't remember *her* name .,his
993,i do n't *remember* her name .,know
994,i do n't know *her* name .,his
995,i do n't *know* her name .,remember
996,i 've forgotten *your* name .,her
997,i 've forgotten *your* name .,the
998,i 've forgotten *her* name .,your
999,i 've forgotten *her* name .,the
1000,his name *escapes* me .,eludes
1001,i 've forgotten his *last* name .,completely
1002,i forget *her* name .,his
1003,i *forget* her name .,forgot
1004,i 've forgotten *the* name .,your
1005,i 've forgotten *the* name .,her
1006,i forgot *your* name .,her
1007,i forgot *your* name .,its
1008,he *is* a hero .,'s
1009,he *'s* a hero .,is
1010,i do *not* like him either .,n't
1011,i do *n't* like him either .,not
1012,i do n't like *him* either .,that
1013,i do n't like *that* either .,him
1014,all big cities have *traffic* problems .,transportation
1015,all big cities have *transportation* problems .,traffic
1016,i 'm *holding* a book .,taking
1017,i 'm *taking* a book .,holding
1019,i 'm taking *the* book .,a
1020,the baby *is* asleep .,fell
1021,the baby is *asleep* .,sleeping
1022,the baby was *fast* asleep .,sound
1023,the baby *fell* asleep .,is
1024,the *kids* are asleep .,children
1025,the kids are *asleep* .,sleeping
1026,the baby is *sleeping* .,asleep
1027,the baby *is* sleeping .,'s
1028,the *baby* is sleeping .,child
1029,the baby was *sound* asleep .,fast
1030,the baby *'s* sleeping .,is
1031,the *children* are asleep .,kids
1032,the kids are *sleeping* .,asleep
1033,the *child* is sleeping .,baby
1034,when did *they* go home ?,you
1035,when did *you* go home ?,they
1036,they can *overcome* their fear .,conquer
1037,they can *conquer* their fear .,overcome
1038,he *delivered* a speech .,gave
1039,he *delivered* a speech .,made
1040,he *gave* a speech .,delivered
1041,he *gave* a speech .,made
1042,he *made* a speech .,delivered
1043,he *made* a speech .,gave
1044,we do n't know *him* .,her
1045,we do n't know *her* .,him
1046,we do *n't* know her .,not
1047,we do *not* know her .,n't
1048,who sings *that* song ?,this
1049,who sings *this* song ?,that
1050,do n't *phone* her now .,call
1051,do n't *call* her now .,phone
1052,do n't call *her* now .,him
1053,do n't call *him* now .,her
1054,where does your *grandpa* live ?,grandfather
1055,where does your *grandfather* live ?,grandpa
1056,this could *'ve* happened to anybody .,have
1057,this could *have* happened to anybody .,'ve
1058,i *arrived* here yesterday .,came
1059,i *arrived* here yesterday .,came
1060,i *arrived* here yesterday .,was
1061,i *came* here yesterday .,arrived
1062,i *came* here yesterday .,was
1063,i *came* yesterday .,arrived
1064,i *was* just here yesterday .,got
1065,yesterday i *came* here .,arrived
1066,yesterday i *came* here .,was
1067,i *arrived* yesterday .,came
1068,i just *got* here yesterday .,was
1069,i *was* here yesterday .,arrived
1070,i *was* here yesterday .,came
1071,i *was* here yesterday .,came
1072,she has a *round* face .,purplish
1073,she has a *purplish* face .,round
1074,whose books are *these* ?,those
1075,whose books are *those* ?,these
1076,whose *notebook* is that ?,booklet
1077,whose is that *notebook* ?,booklet
1078,whose *paper* is this ?,newspaper
1079,whose *newspaper* is this ?,paper
1080,whose *booklet* is that ?,notebook
1081,whose *booklet* is that ?,notebook
1082,open your mouth *wide* .,up
1083,open *up* your mouth .,wide
1084,i did n't say *it* .,that
1085,i did n't say *it* .,this
1086,i did n't say *it* .,this
1087,i did n't say *that* .,it
1088,i did n't say *that* .,this
1089,i did n't say *that* .,this
1090,*this* i did n't say .,it
1091,*this* i did n't say .,that
1092,i did n't say *this* .,it
1093,i did n't say *this* .,that
1094,i never would *'ve* said that .,have
1095,i never would *have* said that .,'ve
1096,it *was* his decision .,is
1097,it *is* h*is* dec*is*ion .,was
1098,i understand *now* .,finally
1099,*i* understand now .,we
1100,i understand *now* .,finally
1101,*now* i understand .,finally
1102,now *i* understand .,we
1103,*now* i understand .,finally
1104,i *finally* understand .,now
1105,i *finally* understand .,now
1106,now *we* understand .,i
1107,now *we* understand .,i
1108,i understand *finally* .,now
1109,i understand *finally* .,now
1110,i have n't asked *him* .,her
1111,i have n't asked *her* .,him
1112,i did n't ask *him* .,her
1113,i did n't ask *her* .,him
1114,*it* was n't expensive .,this
1115,*this* was n't expensive .,it
1116,this is *not* true love .,n't
1117,this is *n't* true love .,not
1118,this is a *splendid* house .,beautiful
1119,this is a *beautiful* house .,splendid
1120,my *telephone* does n't work .,phone
1121,my *phone* does n't work .,telephone
1122,i have n't eaten *in* three days .,for
1123,i have n't eaten *for* three days .,in
1124,i took a *bath* .,shower
1125,i took a *shower* .,bath
1126,i *took* a shower .,had
1127,i *had* a shower .,took
1128,it 's your only *chance* .,shot
1129,it *is* an option .,'s
1130,*it* 's a possibil*it*y .,that
1131,it *'s* an option .,is
1132,*it* 's an option .,that
1133,*that* 's a possibility .,it
1135,that 's one *option* .,possibility
1136,that 's *one* option .,an
1137,that 's *one* possibility .,a
1138,that 's one *possibility* .,option
1139,it 's your only *shot* .,chance
1140,*that* 's an option .,it
1141,that 's *an* option .,one
1142,she was *occupied* with household work .,busy
1143,she was *busy* with household work .,occupied
1144,is your *mother* at home ?,mum
1145,is your *mother* at home ?,mom
1146,is your *mum* at home ?,mother
1147,is your *mum* at home ?,mom
1148,is your *mom* at home ?,mother
1149,is your *mom* at home ?,mum
1150,is your mom *home* ?,here
1151,is your *mom* home ?,mother
1152,is your *mother* here ?,mom
1153,is your mother *here* ?,home
1154,is your mom *here* ?,home
1155,is your *mom* here ?,mother
1156,is your *mother* home ?,mom
1157,is your mother *home* ?,here
1158,the test was *rather* difficult .,quite
1159,the test was *quite* difficult .,rather
1160,"do *n't* trust him , whatever he says .",not
1161,"whatever he says , do *not* trust him .",n't
1162,do you know what *he* said ?,she
1163,do you know what *she* said ?,he
1164,i have two *children* .,sons
1165,i have two *sons* .,children
1166,is *it* a problem ?,that
1167,is *it* a problem ?,this
1168,is *that* a problem ?,it
1170,is *that* a problem ?,this
1171,is that *the* problem ?,a
1172,is *this* a problem ?,it
1173,is *this* a problem ?,that
1174,is *that* an issue ?,this
1175,is *this* an issue ?,that
1176,what was *he* doing t*he*re ?,she
1177,what was *she* doing there ?,he
1178,i wo n't forget *that* .,it
1179,i wo n't forget *that* .,this
1180,i wo n't forget *that* .,him
1181,i wo n't forget *that* .,her
1182,i wo n't forget *it* .,that
1183,i wo n't forget *it* .,this
1184,i wo n't forget *it* .,him
1185,i wo n't forget *it* .,her
1186,i wo n't forget *this* .,that
1187,i wo n't forget *this* .,it
1188,i wo n't forget *this* .,him
1189,i wo n't forget *this* .,her
1190,i wo n't forget *him* .,that
1191,i wo n't forget *him* .,it
1192,i wo n't forget *him* .,this
1193,i wo n't forget *him* .,her
1194,i wo n't forget *her* .,that
1195,i wo n't forget *her* .,it
1196,i wo n't forget *her* .,this
1197,i wo n't forget *her* .,him
1198,smoking is *harmful* to health .,dangerous
1199,smoking affects *your* health .,our
1200,smoking *affects* your health .,compromises
1201,smoking affects *our* health .,your
1202,smoking is bad for *the* health .,your
1203,smoking is *dangerous* to health .,harmful
1204,smoking is bad for *your* health .,the
1205,smoking is *bad* for your health .,terrible
1206,smoking is *bad* for your health .,harmful
1207,smoking is *terrible* for your health .,bad
1208,smoking is *terrible* for your health .,harmful
1209,smoking *compromises* your health .,affects
1210,smoking may be *lethal* .,fatal
1211,smoking may be *lethal* .,deadly
1212,smoking may be *fatal* .,lethal
1213,smoking may be *fatal* .,deadly
1214,smoking may be *deadly* .,lethal
1215,smoking may be *deadly* .,fatal
1216,smoking is *harmful* for your health .,bad
1217,smoking is *harmful* for your health .,terrible
1218,where can i *get* stamps ?,buy
1219,where can i *buy* stamps ?,get
1220,i have a *cough* .,fever
1221,i have a *cough* .,temperature
1222,i *caught* the flu .,got
1223,i *caught* the flu .,have
1224,i have *caught* a cold .,now
1225,i *have* caught a cold .,head
1226,i *have* caught a cold .,bad
1227,i have a cold *now* .,caught
1228,i have a *fever* .,cough
1229,i have a *fever* .,temperature
1230,i have a *temperature* .,cough
1231,i have a *temperature* .,fever
1232,i *got* the flu .,caught
1233,i *got* the flu .,have
1234,i caught a *head* cold .,have
1235,i caught a *head* cold .,bad
1236,i 've got a *cold* .,fever
1237,i *am* coughing .,was
1238,i caught a *bad* cold .,have
1239,i caught a *bad* cold .,head
1240,i *was* coughing .,am
1241,*he* coug*he*d .,they
1242,*he* coug*he*d .,i
1243,*he* coug*he*d .,she
1244,*he* coug*he*d .,you
1245,i 've got a *fever* .,cold
1246,*they* coughed .,he
1247,*they* coughed .,i
1248,*they* coughed .,she
1249,*they* coughed .,you
1250,*i* coughed .,he
1251,*i* coughed .,they
1252,*i* coughed .,she
1253,*i* coughed .,you
1254,i *have* the flu .,caught
1255,i *have* the flu .,got
1256,*she* coughed .,he
1257,*she* coughed .,they
1258,*she* coughed .,i
1259,*she* coughed .,you
1260,*you* coughed .,he
1261,*you* coughed .,they
1262,*you* coughed .,i
1263,*you* coughed .,she
1264,do n't *talk* to tom .,speak
1265,do n't *speak* to tom .,talk
1266,poor *cat* .,moggy
1267,poor *cat* .,tomcat
1268,poor *moggy* .,cat
1269,poor *moggy* .,tomcat
1270,poor *tomcat* .,cat
1271,poor *tomcat* .,moggy
1272,i believe *her* story .,your
1273,i believe *your* story .,her
1274,tom 'll *talk* .,speak
1275,tom *'ll* talk .,will
1276,tom 'll *speak* .,talk
1277,tom *'ll* speak .,will
1278,tom is *speaking* .,talking
1279,tom *will* speak .,'ll
1280,tom will *speak* .,talk
1281,tom *will* talk .,'ll
1282,tom will *talk* .,speak
1283,tom is *talking* .,speaking
1284,he *loves* music .,likes
1285,i *enjoy* music .,love
1286,i *enjoy* music .,like
1287,i *love* music .,enjoy
1288,i *love* music .,like
1289,i *like* music .,enjoy
1290,i *like* music .,love
1291,he *likes* music .,loves
1292,can you *do* this problem ?,solve
1293,can you *solve* this problem ?,do
1294,you saved my *life* .,ass
1295,you saved my *ass* .,life
1296,is *that* necessary ?,it
1297,is *it* necessary ?,that
1298,i am swimming in *the* river .,a
1299,i *a*m swimming in *a* river .,the
1300,welcome to *our* home .,my
1301,welcome to our *home* .,house
1302,welcome to *my* home .,our
1303,welcome to our *house* .,home
1304,the dress *suits* you very well .,becomes
1305,the dress *suits* you very well .,fits
1306,the dress *becomes* you very well .,suits
1307,the dress *becomes* you very well .,fits
1308,this dress *suits* you well .,fits
1309,this dress *fits* you well .,suits
1310,the dress *fits* you very well .,suits
1311,the dress *fits* you very well .,becomes
1312,my *desk* is old .,table
1313,my *table* is old .,desk
1314,i have a *daughter* .,girlfriend
1315,i have a *daughter* .,kid
1316,i have a *daughter* .,son
1317,i have a *daughter* .,friend
1318,i have a *daughter* .,boyfriend
1319,i have a *girlfriend* .,daughter
1320,i have a *girlfriend* .,kid
1321,i have a *girlfriend* .,son
1322,i have a *girlfriend* .,friend
1323,i have a *girlfriend* .,boyfriend
1324,i have a *kid* .,daughter
1325,i have a *kid* .,girlfriend
1326,i have a *kid* .,son
1328,i have a *kid* .,friend
1329,i have a *kid* .,boyfriend
1330,i have a *son* .,daughter
1331,i have a *son* .,girlfriend
1332,i have a *son* .,kid
1333,i have a *son* .,friend
1334,i have a *son* .,boyfriend
1335,i 've got a *partner* .,son
1336,i 've got a *son* .,partner
1337,i have *one* kid .,a
1338,i have one *kid* .,friend
1339,i have one *kid* .,child
1340,i have a *friend* .,daughter
1341,i have a *friend* .,girlfriend
1342,i have a *friend* .,kid
1343,i have a *friend* .,son
1344,i have a *friend* .,boyfriend
1346,i have a *boyfriend* .,daughter
1347,i have a *boyfriend* .,girlfriend
1348,i have a *boyfriend* .,kid
1349,i have a *boyfriend* .,son
1350,i have a *boyfriend* .,friend
1351,i have one *friend* .,kid
1352,i have *one* friend .,a
1353,i have one *friend* .,child
1354,i have one *child* .,kid
1355,i have one *child* .,friend
1356,tom looks *curious* .,inquisitive
1357,tom looks *inquisitive* .,curious
1358,they were *killed* .,murdered
1359,they were *murdered* .,killed
1360,could you *give* me the salt ?,pass
1361,could you *pass* me the salt ?,give
1362,i must help *him* .,her
1363,i must help *him* .,you
1364,i must help *her* .,him
1365,i must help *her* .,you
1366,i must help *you* .,him
1367,i must help *you* .,her
